book_name,average_rating,review_sentiment,cleaned_summary,book_summary_cleaned,summary_summary
The Da Vinci Code,3.04,6.634783630169482,"ISBN 9780307277671 moved to this edition.While in Paris, Harvard symbologist Robert Langdon is awakened by a phone call in the dead of the night. The elderly curator of the Louvre has been murdered inside the museum, his body covered in baffling symbols. As Langdon and gifted French cryptologist Sophie Neveu sort through the bizarre riddles, they are stunned to discover a trail of clues hidden in the works of Leonardo da Vinci—clues visible for all to see and yet ingeniously disguised by the painter.Even more startling, the late curator was involved in the Priory of Sion—a secret society whose members included Sir Isaac Newton, Victor Hugo, and Da Vinci—and he guarded a breathtaking historical secret. Unless Langdon and Neveu can decipher the labyrinthine puzzle—while avoiding the faceless adversary who shadows their every move—the explosive, ancient truth will be lost forever.","['ISBN', '9780307277671', 'moved', 'to', 'this', 'edition.While', 'in', 'Paris', ',', 'Harvard', 'symbologist', 'Robert', 'Langdon', 'is', 'awakened', 'by', 'a', 'phone', 'call', 'in', 'the', 'dead', 'of', 'the', 'night', '.', 'The', 'elderly', 'curator', 'of', 'the', 'Louvre', 'has', 'been', 'murdered', 'inside', 'the', 'museum', ',', 'his', 'body', 'covered', 'in', 'baffling', 'symbols', '.', 'As', 'Langdon', 'and', 'gifted', 'French', 'cryptologist', 'Sophie', 'Neveu', 'sort', 'through', 'the', 'bizarre', 'riddles', ',', 'they', 'are', 'stunned', 'to', 'discover', 'a', 'trail', 'of', 'clues', 'hidden', 'in', 'the', 'works', 'of', 'Leonardo', 'da', 'Vinci—clues', 'visible', 'for', 'all', 'to', 'see', 'and', 'yet', 'ingeniously', 'disguised', 'by', 'the', 'painter.Even', 'more', 'startling', ',', 'the', 'late', 'curator', 'was', 'involved', 'in', 'the', 'Priory', 'of', 'Sion—a', 'secret', 'society', 'whose', 'members', 'included', 'Sir', 'Isaac', 'Newton', ',', 'Victor', 'Hugo', ',', 'and', 'Da', 'Vinci—and', 'he', 'guarded', 'a', 'breathtaking', 'historical', 'secret', '.', 'Unless', 'Langdon', 'and', 'Neveu', 'can', 'decipher', 'the', 'labyrinthine', 'puzzle—while', 'avoiding', 'the', 'faceless', 'adversary', 'who', 'shadows', 'their', 'every', 'move—the', 'explosive', ',', 'ancient', 'truth', 'will', 'be', 'lost', 'forever', '.']",Harvard symbologist Robert Langdon is awakened by a phone call in the dead of the night. The elderly curator of the Louvre has been murdered inside the museum. Langdon and gifted French cryptologist Sophie Neveu sort through the bizarre riddles.
The Shadow of the Wind,3.88,8.689807302325317,"Barcelona, 1945: A city slowly heals from its war wounds, and Daniel, an antiquarian book dealer's son who mourns the loss of his mother, finds solace in a mysterious book entitled The Shadow of the Wind, by one Julian Carax. But when he sets out to find the author's other works, he makes a shocking discovery: someone has been systematically destroying every copy of every book Carax has written. In fact, Daniel may have the last of Carax's books in existence. Soon Daniel's seemingly innocent quest opens a door into one of Barcelona's darkest secrets--an epic story of murder, madness, and doomed love.","['Barcelona', ',', '1945', ':', 'A', 'city', 'slowly', 'heals', 'from', 'its', 'war', 'wounds', ',', 'and', 'Daniel', ',', 'an', 'antiquarian', 'book', 'dealer', ""'s"", 'son', 'who', 'mourns', 'the', 'loss', 'of', 'his', 'mother', ',', 'finds', 'solace', 'in', 'a', 'mysterious', 'book', 'entitled', 'The', 'Shadow', 'of', 'the', 'Wind', ',', 'by', 'one', 'Julian', 'Carax', '.', 'But', 'when', 'he', 'sets', 'out', 'to', 'find', 'the', 'author', ""'s"", 'other', 'works', ',', 'he', 'makes', 'a', 'shocking', 'discovery', ':', 'someone', 'has', 'been', 'systematically', 'destroying', 'every', 'copy', 'of', 'every', 'book', 'Carax', 'has', 'written', '.', 'In', 'fact', ',', 'Daniel', 'may', 'have', 'the', 'last', 'of', 'Carax', ""'s"", 'books', 'in', 'existence', '.', 'Soon', 'Daniel', ""'s"", 'seemingly', 'innocent', 'quest', 'opens', 'a', 'door', 'into', 'one', 'of', 'Barcelona', ""'s"", 'darkest', 'secrets', '--', 'an', 'epic', 'story', 'of', 'murder', ',', 'madness', ',', 'and', 'doomed', 'love', '.']","The Shadow of the Wind is a 1945 novel by Julian Carax. The book is written by Daniel, the son of a book dealer. Daniel sets out to find the author's other works. He discovers that someone has been destroying all of Carax's books."
Night,4.6,1.278720000824374,"Born in the town of Sighet, Transylvania, Elie Wiesel was a teenager when he and his family were taken from their home in 1944 to Auschwitz concentration camp, and then to Buchenwald. Night is the terrifying record of Elie Wiesel's memories of the death of his family, the death of his own innocence, and his despair as a deeply observant Jew confronting the absolute evil of man. This new translation by his wife and most frequent translator, Marion Wiesel, corrects important details and presents the most accurate rendering in English of Elie Wiesel's testimony to what happened in the camps and of his unforgettable message that this horror must simply never be allowed to happen again.","['Born', 'in', 'the', 'town', 'of', 'Sighet', ',', 'Transylvania', ',', 'Elie', 'Wiesel', 'was', 'a', 'teenager', 'when', 'he', 'and', 'his', 'family', 'were', 'taken', 'from', 'their', 'home', 'in', '1944', 'to', 'Auschwitz', 'concentration', 'camp', ',', 'and', 'then', 'to', 'Buchenwald', '.', 'Night', 'is', 'the', 'terrifying', 'record', 'of', 'Elie', 'Wiesel', ""'s"", 'memories', 'of', 'the', 'death', 'of', 'his', 'family', ',', 'the', 'death', 'of', 'his', 'own', 'innocence', ',', 'and', 'his', 'despair', 'as', 'a', 'deeply', 'observant', 'Jew', 'confronting', 'the', 'absolute', 'evil', 'of', 'man', '.', 'This', 'new', 'translation', 'by', 'his', 'wife', 'and', 'most', 'frequent', 'translator', ',', 'Marion', 'Wiesel', ',', 'corrects', 'important', 'details', 'and', 'presents', 'the', 'most', 'accurate', 'rendering', 'in', 'English', 'of', 'Elie', 'Wiesel', ""'s"", 'testimony', 'to', 'what', 'happened', 'in', 'the', 'camps', 'and', 'of', 'his', 'unforgettable', 'message', 'that', 'this', 'horror', 'must', 'simply', 'never', 'be', 'allowed', 'to', 'happen', 'again', '.']","Elie Wiesel was a teenager when he and his family were taken from their home in 1944 to Auschwitz concentration camp, and then to Buchenwald. This new translation by his wife and most frequent translator, Marion Wiesel, corrects important details and presents the most accurate rendering in English."
The Curious Incident of the Dog in the Night-Time,3.6,5.850211653599811,"Christopher John Francis Boone knows all the countries of the world and their capitals and every prime number up to 7,057. He relates well to animals but has no understanding of human emotions. He cannot stand to be touched. And he detests the color yellow. This improbable story of Christopher’s quest to investigate the suspicious death of a neighborhood dog makes for one of the most captivating, unusual, and widely heralded novels in recent years.","['Christopher', 'John', 'Francis', 'Boone', 'knows', 'all', 'the', 'countries', 'of', 'the', 'world', 'and', 'their', 'capitals', 'and', 'every', 'prime', 'number', 'up', 'to', '7,057', '.', 'He', 'relates', 'well', 'to', 'animals', 'but', 'has', 'no', 'understanding', 'of', 'human', 'emotions', '.', 'He', 'can', 'not', 'stand', 'to', 'be', 'touched', '.', 'And', 'he', 'detests', 'the', 'color', 'yellow', '.', 'This', 'improbable', 'story', 'of', 'Christopher', '’', 's', 'quest', 'to', 'investigate', 'the', 'suspicious', 'death', 'of', 'a', 'neighborhood', 'dog', 'makes', 'for', 'one', 'of', 'the', 'most', 'captivating', ',', 'unusual', ',', 'and', 'widely', 'heralded', 'novels', 'in', 'recent', 'years', '.']","Christopher John Francis Boone knows all the countries of the world and every prime number up to 7,057. He relates well to animals but has no understanding of human emotions. He cannot stand to be touched. And he detests the color yellow."
Pride and Prejudice,4.38,11.620021368388343,"Since its immediate success in 1813, Pride and Prejudice has remained one of the most popular novels in the English language. Jane Austen called this brilliant work ""her own darling child"" and its vivacious heroine, Elizabeth Bennet, ""as delightful a creature as ever appeared in print."" The romantic clash between the opinionated Elizabeth and her proud beau, Mr. Darcy, is a splendid performance of civilized sparring. And Jane Austen's radiant wit sparkles as her characters dance a delicate quadrille of flirtation and intrigue, making this book the most superb comedy of manners of Regency England.Alternate cover edition of ISBN 9780679783268","['Since', 'its', 'immediate', 'success', 'in', '1813', ',', 'Pride', 'and', 'Prejudice', 'has', 'remained', 'one', 'of', 'the', 'most', 'popular', 'novels', 'in', 'the', 'English', 'language', '.', 'Jane', 'Austen', 'called', 'this', 'brilliant', 'work', '``', 'her', 'own', 'darling', 'child', ""''"", 'and', 'its', 'vivacious', 'heroine', ',', 'Elizabeth', 'Bennet', ',', '``', 'as', 'delightful', 'a', 'creature', 'as', 'ever', 'appeared', 'in', 'print', '.', ""''"", 'The', 'romantic', 'clash', 'between', 'the', 'opinionated', 'Elizabeth', 'and', 'her', 'proud', 'beau', ',', 'Mr.', 'Darcy', ',', 'is', 'a', 'splendid', 'performance', 'of', 'civilized', 'sparring', '.', 'And', 'Jane', 'Austen', ""'s"", 'radiant', 'wit', 'sparkles', 'as', 'her', 'characters', 'dance', 'a', 'delicate', 'quadrille', 'of', 'flirtation', 'and', 'intrigue', ',', 'making', 'this', 'book', 'the', 'most', 'superb', 'comedy', 'of', 'manners', 'of', 'Regency', 'England.Alternate', 'cover', 'edition', 'of', 'ISBN', '9780679783268']","Pride and Prejudice has remained one of the most popular novels in the English language. Jane Austen called this brilliant work ""her own darling child"" The romantic clash between the opinionated Elizabeth and her proud beau, Mr. Darcy, is a splendid performance of civilized sparring."
Little Women,3.56,7.316535024872659,"This is an alternate cover edition of ISBN 9780451529305.Generations of readers young and old, male and female, have fallen in love with the March sisters of Louisa May Alcott’s most popular and enduring novel, Little Women. Here are talented tomboy and author-to-be Jo, tragically frail Beth, beautiful Meg, and romantic, spoiled Amy, united in their devotion to each other and their struggles to survive in New England during the Civil War.It is no secret that Alcott based Little Women on her own early life. While her father, the freethinking reformer and abolitionist Bronson Alcott, hobnobbed with such eminent male authors as Emerson, Thoreau, and Hawthorne, Louisa supported herself and her sisters with ""woman’s work,” including sewing, doing laundry, and acting as a domestic servant. But she soon discovered she could make more money writing. Little Women brought her lasting fame and fortune, and far from being the ""girl’s book” her publisher requested, it explores such timeless themes as love and death, war and peace, the conflict between personal ambition and family responsibilities, and the clash of cultures between Europe and America.","['This', 'is', 'an', 'alternate', 'cover', 'edition', 'of', 'ISBN', '9780451529305.Generations', 'of', 'readers', 'young', 'and', 'old', ',', 'male', 'and', 'female', ',', 'have', 'fallen', 'in', 'love', 'with', 'the', 'March', 'sisters', 'of', 'Louisa', 'May', 'Alcott', '’', 's', 'most', 'popular', 'and', 'enduring', 'novel', ',', 'Little', 'Women', '.', 'Here', 'are', 'talented', 'tomboy', 'and', 'author-to-be', 'Jo', ',', 'tragically', 'frail', 'Beth', ',', 'beautiful', 'Meg', ',', 'and', 'romantic', ',', 'spoiled', 'Amy', ',', 'united', 'in', 'their', 'devotion', 'to', 'each', 'other', 'and', 'their', 'struggles', 'to', 'survive', 'in', 'New', 'England', 'during', 'the', 'Civil', 'War.It', 'is', 'no', 'secret', 'that', 'Alcott', 'based', 'Little', 'Women', 'on', 'her', 'own', 'early', 'life', '.', 'While', 'her', 'father', ',', 'the', 'freethinking', 'reformer', 'and', 'abolitionist', 'Bronson', 'Alcott', ',', 'hobnobbed', 'with', 'such', 'eminent', 'male', 'authors', 'as', 'Emerson', ',', 'Thoreau', ',', 'and', 'Hawthorne', ',', 'Louisa', 'supported', 'herself', 'and', 'her', 'sisters', 'with', '``', 'woman', '’', 's', 'work', ',', '”', 'including', 'sewing', ',', 'doing', 'laundry', ',', 'and', 'acting', 'as', 'a', 'domestic', 'servant', '.', 'But', 'she', 'soon', 'discovered', 'she', 'could', 'make', 'more', 'money', 'writing', '.', 'Little', 'Women', 'brought', 'her', 'lasting', 'fame', 'and', 'fortune', ',', 'and', 'far', 'from', 'being', 'the', '``', 'girl', '’', 's', 'book', '”', 'her', 'publisher', 'requested', ',', 'it', 'explores', 'such', 'timeless', 'themes', 'as', 'love', 'and', 'death', ',', 'war', 'and', 'peace', ',', 'the', 'conflict', 'between', 'personal', 'ambition', 'and', 'family', 'responsibilities', ',', 'and', 'the', 'clash', 'of', 'cultures', 'between', 'Europe', 'and', 'America', '.']","Louisa May Alcott’s most popular and enduring novel, Little Women. Alcott based Little Women on her own early life. Her father, the freethinking reformer and abolitionist Bronson Alcott."
A Tale of Two Cities,3.74,8.142537312010369,"A Tale of Two Cities is Charles Dickens’s great historical novel, set against the violent upheaval of the French Revolution. The most famous and perhaps the most popular of his works, it compresses an event of immense complexity to the scale of a family history, with a cast of characters that includes a bloodthirsty ogress and an antihero as believably flawed as any in modern fiction. Though the least typical of the author’s novels, A Tale of Two Cities still underscores many of his enduring themes—imprisonment, injustice, social anarchy, resurrection, and the renunciation that fosters renewal.","['A', 'Tale', 'of', 'Two', 'Cities', 'is', 'Charles', 'Dickens', '’', 's', 'great', 'historical', 'novel', ',', 'set', 'against', 'the', 'violent', 'upheaval', 'of', 'the', 'French', 'Revolution', '.', 'The', 'most', 'famous', 'and', 'perhaps', 'the', 'most', 'popular', 'of', 'his', 'works', ',', 'it', 'compresses', 'an', 'event', 'of', 'immense', 'complexity', 'to', 'the', 'scale', 'of', 'a', 'family', 'history', ',', 'with', 'a', 'cast', 'of', 'characters', 'that', 'includes', 'a', 'bloodthirsty', 'ogress', 'and', 'an', 'antihero', 'as', 'believably', 'flawed', 'as', 'any', 'in', 'modern', 'fiction', '.', 'Though', 'the', 'least', 'typical', 'of', 'the', 'author', '’', 's', 'novels', ',', 'A', 'Tale', 'of', 'Two', 'Cities', 'still', 'underscores', 'many', 'of', 'his', 'enduring', 'themes—imprisonment', ',', 'injustice', ',', 'social', 'anarchy', ',', 'resurrection', ',', 'and', 'the', 'renunciation', 'that', 'fosters', 'renewal', '.']","A Tale of Two Cities is Charles Dickens’s great historical novel, set against the violent upheaval of the French Revolution. The most famous and perhaps the most popular of his works, it compresses an event of immense complexity to the scale of a family history."
Persuasion,4.2,9.565017045585662,"Persuasion is Jane Austen's last completed novel. She began it soon after she had finished Emma, completing it in August 1816. She died, aged 41, in 1817; Persuasion was published in December that year (but dated 1818). Persuasion is linked to Northanger Abbey not only by the fact that the two books were originally bound up in one volume and published together, but also because both stories are set partly in Bath, a fashionable city with which Austen was well acquainted, having lived there from 1801 to 1805. Besides the theme of persuasion, the novel evokes other topics, such as the Royal Navy, in which two of Jane Austen's brothers ultimately rose to the rank of admiral. As in Northanger Abbey, the superficial social life of Bath-well known to Austen, who spent several relatively unhappy and unproductive years there-is portrayed extensively and serves as a setting for the second half of the book. In many respects Persuasion marks a break with Austen's previous works, both in the more biting, even irritable satire directed at some of the novel's characters and in the regretful, resigned outlook of its otherwise admirable heroine, Anne Elliot, in the first part of the story. Against this is set the energy and appeal of the Royal Navy, which symbolises for Anne and the reader the possibility of a more outgoing, engaged, and fulfilling life, and it is this worldview which triumphs for the most part at the end of the novel.","['Persuasion', 'is', 'Jane', 'Austen', ""'s"", 'last', 'completed', 'novel', '.', 'She', 'began', 'it', 'soon', 'after', 'she', 'had', 'finished', 'Emma', ',', 'completing', 'it', 'in', 'August', '1816', '.', 'She', 'died', ',', 'aged', '41', ',', 'in', '1817', ';', 'Persuasion', 'was', 'published', 'in', 'December', 'that', 'year', '(', 'but', 'dated', '1818', ')', '.', 'Persuasion', 'is', 'linked', 'to', 'Northanger', 'Abbey', 'not', 'only', 'by', 'the', 'fact', 'that', 'the', 'two', 'books', 'were', 'originally', 'bound', 'up', 'in', 'one', 'volume', 'and', 'published', 'together', ',', 'but', 'also', 'because', 'both', 'stories', 'are', 'set', 'partly', 'in', 'Bath', ',', 'a', 'fashionable', 'city', 'with', 'which', 'Austen', 'was', 'well', 'acquainted', ',', 'having', 'lived', 'there', 'from', '1801', 'to', '1805', '.', 'Besides', 'the', 'theme', 'of', 'persuasion', ',', 'the', 'novel', 'evokes', 'other', 'topics', ',', 'such', 'as', 'the', 'Royal', 'Navy', ',', 'in', 'which', 'two', 'of', 'Jane', 'Austen', ""'s"", 'brothers', 'ultimately', 'rose', 'to', 'the', 'rank', 'of', 'admiral', '.', 'As', 'in', 'Northanger', 'Abbey', ',', 'the', 'superficial', 'social', 'life', 'of', 'Bath-well', 'known', 'to', 'Austen', ',', 'who', 'spent', 'several', 'relatively', 'unhappy', 'and', 'unproductive', 'years', 'there-is', 'portrayed', 'extensively', 'and', 'serves', 'as', 'a', 'setting', 'for', 'the', 'second', 'half', 'of', 'the', 'book', '.', 'In', 'many', 'respects', 'Persuasion', 'marks', 'a', 'break', 'with', 'Austen', ""'s"", 'previous', 'works', ',', 'both', 'in', 'the', 'more', 'biting', ',', 'even', 'irritable', 'satire', 'directed', 'at', 'some', 'of', 'the', 'novel', ""'s"", 'characters', 'and', 'in', 'the', 'regretful', ',', 'resigned', 'outlook', 'of', 'its', 'otherwise', 'admirable', 'heroine', ',', 'Anne', 'Elliot', ',', 'in', 'the', 'first', 'part', 'of', 'the', 'story', '.', 'Against', 'this', 'is', 'set', 'the', 'energy', 'and', 'appeal', 'of', 'the', 'Royal', 'Navy', ',', 'which', 'symbolises', 'for', 'Anne', 'and', 'the', 'reader', 'the', 'possibility', 'of', 'a', 'more', 'outgoing', ',', 'engaged', ',', 'and', 'fulfilling', 'life', ',', 'and', 'it', 'is', 'this', 'worldview', 'which', 'triumphs', 'for', 'the', 'most', 'part', 'at', 'the', 'end', 'of', 'the', 'novel', '.']","Persuasion is Jane Austen's last completed novel. She began it soon after she had finished Emma, completing it in August 1816. She died, aged 41, in 1817; Persuasion was published in December that year (but dated 1818)"
Middlesex,4.04,7.849197899863842,"Middlesex tells the breathtaking story of Calliope Stephanides, and three generations of the Greek-American Stephanides family, who travel from a tiny village overlooking Mount Olympus in Asia Minor to Prohibition-era Detroit, witnessing its glory days as the Motor City and the race riots of 1967 before moving out to the tree-lined streets of suburban Grosse Pointe, Michigan. To understand why Calliope is not like other girls, she has to uncover a guilty family secret, and the astonishing genetic history that turns Callie into Cal, one of the most audacious and wondrous narrators in contemporary fiction. Lyrical and thrilling, Middlesex is an exhilarating reinvention of the American epic.","['Middlesex', 'tells', 'the', 'breathtaking', 'story', 'of', 'Calliope', 'Stephanides', ',', 'and', 'three', 'generations', 'of', 'the', 'Greek-American', 'Stephanides', 'family', ',', 'who', 'travel', 'from', 'a', 'tiny', 'village', 'overlooking', 'Mount', 'Olympus', 'in', 'Asia', 'Minor', 'to', 'Prohibition-era', 'Detroit', ',', 'witnessing', 'its', 'glory', 'days', 'as', 'the', 'Motor', 'City', 'and', 'the', 'race', 'riots', 'of', '1967', 'before', 'moving', 'out', 'to', 'the', 'tree-lined', 'streets', 'of', 'suburban', 'Grosse', 'Pointe', ',', 'Michigan', '.', 'To', 'understand', 'why', 'Calliope', 'is', 'not', 'like', 'other', 'girls', ',', 'she', 'has', 'to', 'uncover', 'a', 'guilty', 'family', 'secret', ',', 'and', 'the', 'astonishing', 'genetic', 'history', 'that', 'turns', 'Callie', 'into', 'Cal', ',', 'one', 'of', 'the', 'most', 'audacious', 'and', 'wondrous', 'narrators', 'in', 'contemporary', 'fiction', '.', 'Lyrical', 'and', 'thrilling', ',', 'Middlesex', 'is', 'an', 'exhilarating', 'reinvention', 'of', 'the', 'American', 'epic', '.']","Middlesex tells the breathtaking story of Calliope Stephanides, and three generations of the Greek-American Stephanides family. Lyrical and thrilling, Middlesex is an exhilarating reinvention of the American epic."
To Kill a Mockingbird,4.34,12.678000023729748,"The unforgettable novel of a childhood in a sleepy Southern town and the crisis of conscience that rocked it. ""To Kill A Mockingbird"" became both an instant bestseller and a critical success when it was first published in 1960. It went on to win the Pulitzer Prize in 1961 and was later made into an Academy Award-winning film, also a classic.Compassionate, dramatic, and deeply moving, ""To Kill A Mockingbird"" takes readers to the roots of human behavior - to innocence and experience, kindness and cruelty, love and hatred, humor and pathos. Now with over 18 million copies in print and translated into forty languages, this regional story by a young Alabama woman claims universal appeal. Harper Lee always considered her book to be a simple love story. Today it is regarded as a masterpiece of American literature.","['The', 'unforgettable', 'novel', 'of', 'a', 'childhood', 'in', 'a', 'sleepy', 'Southern', 'town', 'and', 'the', 'crisis', 'of', 'conscience', 'that', 'rocked', 'it', '.', '``', 'To', 'Kill', 'A', 'Mockingbird', ""''"", 'became', 'both', 'an', 'instant', 'bestseller', 'and', 'a', 'critical', 'success', 'when', 'it', 'was', 'first', 'published', 'in', '1960', '.', 'It', 'went', 'on', 'to', 'win', 'the', 'Pulitzer', 'Prize', 'in', '1961', 'and', 'was', 'later', 'made', 'into', 'an', 'Academy', 'Award-winning', 'film', ',', 'also', 'a', 'classic.Compassionate', ',', 'dramatic', ',', 'and', 'deeply', 'moving', ',', '``', 'To', 'Kill', 'A', 'Mockingbird', ""''"", 'takes', 'readers', 'to', 'the', 'roots', 'of', 'human', 'behavior', '-', 'to', 'innocence', 'and', 'experience', ',', 'kindness', 'and', 'cruelty', ',', 'love', 'and', 'hatred', ',', 'humor', 'and', 'pathos', '.', 'Now', 'with', 'over', '18', 'million', 'copies', 'in', 'print', 'and', 'translated', 'into', 'forty', 'languages', ',', 'this', 'regional', 'story', 'by', 'a', 'young', 'Alabama', 'woman', 'claims', 'universal', 'appeal', '.', 'Harper', 'Lee', 'always', 'considered', 'her', 'book', 'to', 'be', 'a', 'simple', 'love', 'story', '.', 'Today', 'it', 'is', 'regarded', 'as', 'a', 'masterpiece', 'of', 'American', 'literature', '.']","""To Kill A Mockingbird"" became an instant bestseller when it was first published in 1960. It went on to win the Pulitzer Prize in 1961 and was later made into an Academy Award-winning film. Harper Lee always considered her book to be a simple love story."
Anansi Boys,4.2,10.983976664068196,God is dead. Meet the kids.Fat Charlie Nancy's normal life ended the moment his father dropped dead on a Florida karaoke stage. Charlie didn't know his dad was a god. And he never knew he had a brother. Now brother Spider's on his doorstep -- about to make Fat Charlie's life more interesting... and a lot more dangerous.,"['God', 'is', 'dead', '.', 'Meet', 'the', 'kids.Fat', 'Charlie', 'Nancy', ""'s"", 'normal', 'life', 'ended', 'the', 'moment', 'his', 'father', 'dropped', 'dead', 'on', 'a', 'Florida', 'karaoke', 'stage', '.', 'Charlie', 'did', ""n't"", 'know', 'his', 'dad', 'was', 'a', 'god', '.', 'And', 'he', 'never', 'knew', 'he', 'had', 'a', 'brother', '.', 'Now', 'brother', 'Spider', ""'s"", 'on', 'his', 'doorstep', '--', 'about', 'to', 'make', 'Fat', 'Charlie', ""'s"", 'life', 'more', 'interesting', '...', 'and', 'a', 'lot', 'more', 'dangerous', '.']",Fat Charlie Nancy's normal life ended the moment his father dropped dead on a Florida karaoke stage. Now brother Spider's on his doorstep -- about to make Fat Charlie's life more interesting... and a lot more dangerous.
